景区名称,用户名,评论内容,标签
临淄中国古车博物馆,凝素,看着有点像坑爹景点，其实非常好。是全国重点文物保护单位后李遗址的所在地。交通略为不便。博物馆地势较高，老年人行走颇为不便。,negative
云步桥,盈在途中,特别帅，我去的时候前一天下大暴雨，所以水流很冲。当时就是庆幸走上去。,positive
曲水亭街,黑骏马,曲水亭街是济南最具文化底蕴与历史沉淀的街区，沿街而流的小河是由从多泉水汇流成，穿街过巷，南连珍珠泉、王府池子等众多名泉，北接百花洲，最终汇入大明湖。人行其间，如在画中，泉溪潺湲，石桥古韵，泉水人家，处处弥漫着老济南的悠闲惬意的慢生活。石桥边的路牌指示：←辘轳把子街，→后宰门街。看到“辘轳把子”我就想笑，觉得济南人超可爱，如此有特色街名能保持到现在不容易，真正的老济南就在这里。我的早饭就是在辘轳把子街口这煎饼果子摊解决的。坐在曲水亭街的溪水边，吃着山东煎饼，望着平静的街头，一切都是那么随意随心，这是我喜欢的生活，无欲无求，混人生。一户门前竟然还拴着一匹大马呢(⊙o⊙)？栓马的铜橛子是真的，栓马的绳子耷拉在墙壁上，也是真的，当然还真拴着一匹大马，只是那匹马是画在墙上的！栩栩如生，半真半假，也不怕马被人顺了,positive
十笏园,小孬,很别致的院子，虽然不大但是设计构思巧妙，值得一看,positive
鲁迅公园,扎库米,拍电影的好地方。挨着海底世界。步行丈量青岛的好去处,positive
潍坊偶园,你的脸颊,就是大家都觉得绝对绝对绝对绝对绝对亟待解决,positive
一天门,雨昊,位于泰山中路盘路起始处，是一座跨道而建的双柱单门式石坊。创建于明代，参政龙光题额，清康熙五十六年（1717年）山东巡抚李树德重建。坊两侧分立明隆庆年间钦差监兑户部员外郎杨可大题“天下奇观”碑、嘉靖年间登州府通判孙价书“盘路起工处”碑。这里是登泰山四条线路的红门游览线上的。,positive
奥帆博物馆,泰可怕乐,奥帆博物馆展示了青岛举办帆船比赛的情况，包括奥运冠军淫剑和徐莉佳曾使用过的帆板。,positive
青岛美术馆,四si44,还可以，东西挺多，环境也好，值得一去,positive
石老人海滨浴场,nana,这里人比较多，沙质好，地方大，推荐。,positive
天外村,溪雨落,夏天去最好了很凉快春天都会选择去踏青,positive
张裕卡斯特酒庄,月月鸟飞,烟台金沙滩附近没什么其他景点，因为季节是冬季，金沙滩不好玩，于是去张裕卡斯特酒庄参观了一下，门票60，但其实可看的东西不多，酒庄地下一层是酒窖，多是木桶装的红酒，也有瓶装的，但面积不大。一楼介绍了酿酒用的各种葡萄品种。再往上就是自动罐装的流水线，但是季节不对，是停机的。最上层是一些瓶装酒展示。门票里含有白兰地罐装体验一次，领了100毫升的小酒瓶一个，然后从木桶里罐白兰地到瓶里，再敲上瓶盖，最后贴上标签，体验结束，酒可以带走。也可以买一些葡萄酒和白兰地带走，当然最好是自驾来的才行。夏季来应该景色不错哦，还可以采摘葡萄。,positive
烟台海昌渔人码头,奇葩葩snail,海昌渔人码头占据烟台唯一的天然陆连小岛。渔人码头内建筑全部采用北美风情的建筑风格，糅合“碧海、蓝天、沙滩”的城市特色，呈现异国他乡小镇的既视感。景区包含烟台海昌鲸鲨馆（门票￥120）、烟台海昌雨岱山温泉（门票￥128）、美食风情街、滨海特色商业街、高端住宅聚居区等。公交：乘10、17、59、61路车在海昌渔人码头站下车，步行五百米即可。,positive
大佛头,蓝天蓝,济南本地人的最爱吧，可以爬山、野餐、挖野韭菜等。秋天去是一个很好的选择。,positive
天上王城景区,IfOnly,到达天上王城的时候差不多8:40.一个小时的车程。开始爬山。有人选择坐索道，而年轻的我们依然选择徒步爬山。整座山约580米，走的话大概用了40分钟左右。,positive
灵山岛风景区,兔Mini,端午节去的，景色很美。海边风很大，不建议下海游泳。岛上环岛一圈的路线还没修好，预计是十月份完工。现在只能走三分之二的路，晚上在海边扎营，石头太多，不太舒服。岛上出门都是电瓶车，村民很淳朴，适合放松心情的地方。,positive
红叶谷,落日飞鸢,南部山区景点之一，秋季是赏玩的最佳季节，满目红色，非常漂亮。可以自驾或坐专线车前往，景区有餐饮和拓展基地，适合家庭活动,positive
朱家峪村,辟疆,闯关东的拍摄地，大青石砖是老时人一块一块背下来的。,positive
碧霞祠,Yary漫游记,碧霞祠位于泰山极顶南侧，是一组宏伟壮丽的古代高山建筑群；由大殿、香亭等十二座大型建筑物组成。整个建筑以照壁、南神门、山门、香亭为中轴左右对称；南低北高，层层递进，高低起伏，参差错落，布局严谨，在道教宫观中极有代表性。,positive
烽山公园,amethystfy,在海边走走很舒服但是配套设施比较差，厕所也找不到,positive
长山尾,枫寒渐,其实就和看海差不多，分界线其实比较模糊，景点离着也比较远只能看到一个大概的轮廓样子,neutral
小青岛,aq的海角,特别漂亮，海风很舒适，很有风格,positive
戚继光故里景区,雕琢懒惰,就是个祠堂，没什么其他东西，属于后期重新修建的景点。没有什么气氛，反正都含在通票里的地方，进去转转就是了,positive
一天门,Luoer,徒步登泰山的初始点，过了一天门就开始等台阶了，一望无尽，景色也由此越来越美。,positive
中天门,柠萌雨辰,来到这里，登顶之旅差不多就完成三分之一了，后面的路也难走起来，做好心理准备。,positive
孔子六艺城,一欣一意,骗人的地方，全是当代人瞎造的景点，完全没必要去。60元一张门票太坑爹！,negative
王府池子,蜗牛的旅途,王府池子里游过泳已经成了一代人的记忆抹不去忘不掉,positive
青岛世界园艺博览会,人鱼泡泡,世园会，当然要安排一天的世园会了（世界园艺博览会）买的团购票75一张，如果用学生证据说是需要排队，不啦不啦。。。团购票和学生票就差5块钱。自己取舍，其实我觉得还好吧，这个不知道是没宣传好还是不给力，明显没有世博会人多啊，十分之一都不到啊，应该百分之一吧，虽然也是做了预防人多的各种措施，门口设的排队区各种绕啊，短短的路程绕了十分钟，在前面根本没人的情况下。。。然后那栅栏时不时的有个小喷雾降温设备，根本用不上啊，我们就是各种跑着绕啊绕。。。然后好多馆都撤了，留下来的大多都是在卖纪念品的摊位，吐槽完毕，不过看看特色建筑还是不错的。,positive
雪山彩虹谷旅游区,一米饭饭,太阳好的时候可以看到彩虹，我们很幸运的看到了~最值得玩的是滑草，挑战从高空迅速下滑的速度~~,positive
小鱼山,山风与海棠果,小鱼山风景比较美。山不高，走几步就上去了。上面有个小亭子，风光很不错。可以看到青岛整个城区哦。门票大概是10块钱吧。还是比较划算的。这地方拍古装和婚纱照的也比较多,positive
中山路商业街,惊鸿,提到青岛，就不能不去百年中山路，虽然现在有些没落，却也不失为一个购物休闲的好去处，吃完王姐烧烤，再去四方路小烤肉撸签子，别忘了点个牛肚砂锅，还没吃够？不要紧，一路向西，西镇臭豆腐和电烤肉还在不远处等着你。,positive
孔林,一意孤行,孔林本称至圣林，是孔子及其家族的墓地。是我国规模最大持续年代最长保存最完整的一处氏族墓葬群和人工园林。林墙全部用灰砖砌成，墙中古木参天，茂林幽深，相传孔子的弟子，各以其故乡的树木种植于孔林之内，因而树种极多。林中墓冢累累，碑碣林立，石蚁成群，除孔子、孔鲤、孔伋这祖孙三代墓葬和建筑外，还有孔令贻、孔毓垢、孔闻韶、孔尚任墓等。这里的墓碑除去一批著名的汉代石碑被移入孔庙之外，尚存有李东阳、严嵩翁、方纲、何绍基、康有为等历代大书法家的亲笔题碑，故而孔林又有碑林的美名，堪称书法艺术的宝库。,positive
四门塔,Jenna,四门塔还算比较出名，以塔为主，周边配套不错,positive
青岛市博物馆,水天,青岛博物馆在青岛东城新区，反映了青岛建置以来城市的发展，是全面了解青岛历史的重要场所。人不是很多，显得很空旷。,positive
戚继光故里景区,草原上的小鲸鱼,门票包含在蓬莱阁的通票里了，正价票是140元，学生票是70元，蛮合算的，可以看很多景点。,positive
泰安方特欢乐世界,ariel小仙旅,泰安方特欢乐世界，位于泰安市泰山区东部新区，属第四代大型高科技科幻主题公园，由恐龙危机、飞越极限、神秘河谷、聊斋、维苏威火山、海螺湾、未来警察、生命之光等17个主题项目区组成，包含主题项目、游乐项目、休闲及景观项目300多项，设计年接待游客量400万人次。,positive
蓬莱海洋极地世界,艾力儿,挺不错的。我们看了美人鱼表演，特别喜欢，也很羡慕这些水下功夫厉害的小姐姐。里面有很多海洋动物，也有很多不认识的。值得一去,positive
蓬莱水城,黑骏马,穿过厚重的振阳门左行（因为我想从东门出，东门出去正好是海滩，八仙群雕）。步行未多远，清波荡漾，一湖碧水出现在眼前，这就是蓬莱水城，明洪武九年（公元1376年），依丹崖绝壁向南筑起城墙，引海水入内，整个城池只有南北两门，北门叫水门，门上建有栅闸，以控制船只出入；南门为振阳门，与陆地相连，供车马行人出入。蓬莱水城中间横跨石拱桥“登瀛桥”，将水城一分为二分：南小海、北小海，立于南小海遥远蓬莱阁，丹崖山古树参天，郁郁葱葱，崖顶亭台楼阁影影绰绰，若隐若现。蓬莱阁下楼至三清殿、吕祖殿游览，出来转到殿后就是筑于绝壁之上的城墙，立于垛口，丹崖山东侧的蓬莱水城历历在目，北宋时期，为了防御北方契丹族的入侵，在此建了一座水寨。因当时的水军驾驶的舰船叫“刀鱼船”，所以这座寨城当初也叫“刀鱼寨”。明朝洪武九年（公元1376年），为了抵御倭寇的侵扰，以“刀鱼寨”为基础，又建起了码头和土城墙，形成了现今水城的雏形。到了明万历二十四年（公元１５９６年），又进行了一次大规模的整修，城墙砌以砖石，增设了炮台。水城有南北二门，南门叫振扬门，与陆路相连。北门叫水门，是水城与海上的出入通道。水城中的小海，面积７万平方米，是停泊船只的港湾。当年戚继光就是在这里操练水师，抗击倭寇的，所以水城又被称为备倭城。水城之上高大阁楼为“太平楼”，楼前入海战道口即是蓬莱阁景区的第三个出入口。远处深入大海的一片亭台楼阁即是八仙过海景区，门票80元\/张。再远处则是三仙山景区，门票120元\/张，都是后来修建的景点，门票可都不便宜，我是没打算游玩。,positive
一天门,红色铁皮人,"一天门坊位于红门宫南的盘道上，明代建，参政龙光题额，清康熙五十六年1717年重建，巡抚都察院李树德题额""一天门""。两侧有明代人题""天下奇观""及""盘路起工处""大字碑。岱宗坊是泰山的山门，一天门则是天梯的开始。",positive
