景区名称,用户名,评论内容,标签
中天门,NONO的微笑,中天门是泰山登山东、西两路的交汇点。此处为登顶半程，上下必经之地。中溪山北侧为东溪，俗称大直沟，古为登岱东路，后废弃。中天门建于清，为两柱单门式石坊。,positive
泰安岱庙,foster,18年年初去的。为泰山岱宗建的庙宇。里面很多古树碑刻，最有特点的当属秦代宰相李斯的碑，经过2000多年，还可以隐隐约约看到上面的字。,positive
南山旅游景区,gcmwanshui,为了发展旅游二十年前，当地人打造的旅游景点！,positive
德国监狱旧址博物馆,雙魚藍色,作为爱国主义教育基地来说，东西少了点，门票贵了点,positive
山东地下大峡谷,咣吃咣吃,可别让坑了!划重点：买票的时候买一个景点的，别买套票别买套票别买套票大峡谷玩一玩就行了哪个蝴蝶谷和萤火虫不是一个山上离18公里远自己去没有公交车别买套票记住了我们都是被坑了买了套票出了门开了18公里到了蝴蝶谷就是一点蝴蝶一点萤火虫其他的都没了,negative
望夫礁,香橙らmm,风景倒是不错，下面可以去游泳，就是一个石头在海边，玩海的人比较多！,positive
雪山彩虹谷旅游区,天狼星,野战谷，现已建成地道战区、密林枪战区、阻击战区、靶场区、谷内壕场、碉堡遍布，战争场景逼真情人谷内有玫瑰长廊、月老祠、绣楼、供情侣休息的高档休闲木屋，更有浓郁的传统婚俗表演，是情侣们休闲娱乐的理想之地雪山彩虹谷：位于山东省沂水县城东3公里处。主要包括雪山、大山、马山，总面积200万平方米。雪山树木葱郁，奇石林立，自古就有“雪山七十二景”之说。雪山文化内涵丰厚。景区有雪莲湖、彩虹谷、情人谷、欢乐谷、野战谷、滑草、摸鱼池等项目。进入彩虹谷之前，在门口领取一把伞，出口处交还即可，不收取任何押金。特别提示，游玩的时候尽量把上衣袖口和裤子的裤腿挽起来，以免被水打湿。）所谓的彩虹谷，实际上是通过成百条人工喷头，在游览线路上方喷水，天气晴朗的时候，在阳光的照耀下会形成数条彩虹,positive
泰山风景名胜区红门,Cynthia,爬泰山的路上会经过的，还可以吧,positive
望夫礁,有昵称了,不去也罢！不去也罢！不去也罢！,negative
青州古城,雨昊,"青州古城是古九州之一，有7000余年的发展史，5000余年的文明史，十二年的国都辉煌，先后存在过广县城、广固城、南阳城、东阳城、东关圩子城、旗城等六座古城池。2013年11月18日，青州被国务院评为""国家历史文化名城""。青州是古九州之一，有12年国都、1065年省会、1606年府衙、2216年县治的历史。城内现存古街巷上百条，包括被评选为""全国十大历史文化名街""的昭德古街，以及偶园街、卫街、东门大街、北门大街、参将府街等街巷，大部分街巷的名称已经延续了几百年甚至上千年。",positive
石岛赤山景区,REN先森,赤山群山环绕，主要以佛教文化为主，在山上可看到海边，每天还有观音喷泉表演,positive
李宗仁史料馆,风中奇缘,一般吧本来是火车站门票10元一会就逛好了在古城外,positive
张裕酒文化博物馆,cynic_ronne,传统的酒庄体验之旅，酒庄不大，但是张裕毕竟是烟台当地的老牌老厂，值得参观一下,positive
青岛电视塔,静静的黎明,号称是青岛最高建筑，同样是登高望远，景色完全没有信号山好，而价格却贵的离谱，个人认为是青岛性价比比较低的景点，不是非常建议去，另外从中山公园后面有一条小路可以直通电视塔。,negative
云步桥,手写寂寞,中间有一条小瀑布，从下往上看真的像云中一座桥，步入其中让人不舍离开,positive
智圣汤泉,是刘猫猫小姐吗,团购108元一张成人票，除了澡堂，温泉去都是男女公共；只有一个室内温泉，其他都在室外；花样比较多，有喷水按摩穴位，有红酒、白酒、人参等等，还有个别收费池；去的时候人也不是太多，但是服务有些跟不上，便服都没有了，只能穿自己的衣服去休息区休息；水世界天太冷了没有玩，感觉如果是夏天应该会很好玩。,positive
公主楼,海程,八大关的代表，非常适合拍美照留念。,positive
情人坝,兰子菇凉,位置在奥帆中心那里，风很大，海面很宽阔。,positive
仙境源,红领巾的男朋友,很不错的地方，很喜欢那里的建筑。,positive
乳山银滩旅游度假区,君度,海水比较干净，但更衣冲水设施少，停车管理很混乱,negative
潍坊范公亭公园,静静的黎明,就是一个市民公园，在青州博物馆旁边，逛完博物馆可以顺便进去看一下，景色也还可以。,positive
天谷·天然地下画廊,醉今朝,沂水是一个很破旧，消费很低的县市，记得最好玩的就是，离开的时候，2块钱10多公斤芋头。,negative
石老人海滨浴场,张诗越,除了离市区远点没毛病，人少，想不下饺子的游泳就得来这,negative
青岛海底世界,布鲁塞尔,感觉有点意犹未尽，不够看，美人鱼表演很不错，不过人太多，看着人和鱼，海龟，鲨鱼一起在水里游来游去，互不干扰，特别和谐，海兽馆里只有海狮和企鹅，水母馆很奇幻。孩子看到抹香鲸造型很欢呼，看了海底世界标本馆觉得海里的动物品种太多了，很神奇！,positive
沂蒙山旅游区龟蒙景区,无际の旷野,龟蒙，个人认为是沂蒙地区山景最赞的景区，亮点是很长的悬壁走廊，九月份过去看见好多蜂鸟，还看到一只小松鼠，鹰窝峰也挺赞,positive
浮来山风景区,猛懂,东门环境好点，大家导航东门即可。南门好像方便长深高速上下车的，比较旧。浮来山有两棵银杏再加上刘勰，历史厚重极了，定林寺内很长见识,positive
天主教洪家楼教堂,我是一片云,洪家楼天主教堂为双塔哥特式建筑，建成于1905年，是济南市也是华东地区规模最大的天主教堂，是中国三大著名天主教堂之一。这里也是年轻人的拍照圣地，进入教堂内部还是非常震撼的，装饰精致大气，即使不信教也能感受基督教的神圣氛围。,positive
大观园（济南）,赵火丁,山东济南大观园，乍一听好像与红楼梦里面的大观园很像，里面全是一些饭馆，算命的，也算是古色古香的中原文化啦！,positive
情人坝,夏日阳光,与奥帆中心紧邻，海景不错，顺便游游,positive
泰山风景名胜区红门,易净,"步行登泰山的出发地,也是最早游人登山的少数路线之一",positive
环海路风景线,Warren,环境超级棒因为是初春不是旅游旺季没有找到租自行车的地方，找了好久才找到两辆膜拜单车，路上车很少，路上有些坡超级陡，其实挺累的，但走走停停看看风景还是不错的。,positive
泰安岱庙,a昊吃不胖,中国四大古建筑群之一，来到泰安除了登泰山之外，也一定要来参观岱庙,positive
烟台山景区,Jerry,烟台唯一真心想推荐的一个就是这儿了，在这儿拍过跟多自认为不错的照片，烟台山应该说见证了烟台的历史发展进程，它汇集了二战后发达国家各自格式的建筑风格，极具当时的代表性。现在的景区只是把其中一部分的欧式建筑囊括其中，在景区入口正对的一条直街也是非常份热闹一到旁晚，酒吧、美食等。烟台山并不大，但其视野非常开阔，周边的群岛尽收眼底，对岸的芝罘岛、脚下的烟台港、孤立的崆峒岛。灯塔、百年冬青长廊、惹浪亭、各国使馆，定会使你感叹良多。,positive
济南方特东方神画,行客了凡,园子很大，里面的演出非常精彩，里面的娱乐设施不另收费，做了过山车，非常刺激，要想好好体验，需要一天时间，但园子里的东西买的有点贵。,positive
银沙滩景区海水浴场,燕子,还是很不错的，在暑假里去，人也不算多，沙子很细，海水也还算干净的,positive
青岛基督教堂,尾戒_willwei,相比较著名的青岛天主教堂，我更喜欢江苏路基督教徒的外形,positive
芙蓉街,看天地,还可以，芙蓉酥不错，铁板鱿鱼好吃。,positive
五岳独尊,張??,泰山五岳独尊，中国四大名山之首,positive
烽山公园,佩奇喜欢粗去玩,烽山有300多层台阶，听起来没什么，但因为台阶很高很陡，所以很累很累，不要小瞧它，我是爬凤凰山都没感觉的人，上烽山我要手脚并用！很累，但一定要走上去，俯视林海的感觉就好像自己是仙女！有雾会更美！山上还有各种鸟类标本博物馆。重点是，千万要自己带水！这的景点都太实惠！一个卖东西的地方都没有！300多层台阶手脚并用的爬完，感觉自己要脱水。,positive
烟台大学(北区),ying莹L,离海最近的大学，必须推荐，因为我是烟大学子，哈哈。在这的四个春夏秋冬，每个季节都很美，特别是春冬，当然了，也只有这两个季节，夏秋时间短到可以忽略，出东门马路对面就是海，夏天随时可以下水，如果你愿意，还可以游冬泳,positive
银沙滩景区海水浴场,汤姆‘小姐,可能是位置有点偏，银沙滩的人比金沙滩少很多，但不比它差~,positive
蓬莱海洋极地世界,Andrew,很不错的一个海洋馆，值得一去。,positive
斗母宫,Dorothy,红门登山线上比较早的一座庙，求什么不详。,positive
戚继光故里景区,大冰,看得出确实有点年代了，还有个牌坊,neutral
孔林,雪球狂舞,孔林位于曲阜城北，又称“至圣林”，是孔子及其家族后裔的墓地。公元前479年，孔子葬于此地后，两千多年来其后裔接冢而葬，至今林内已约有十万余座坟冢。孔林是我国规模庞大、持续年代久远、保存完整的一处氏族墓葬群和人工园林。,positive
泰山风景名胜区-日观峰,桃琪,真的很棒，这个地方看日出是最佳景点，拍照也很合适，早上看日出，一定要记得租大衣阿~~~~,positive
青州古城-青州昭德古街,莲花山顶看日出,青州一日游去过，很普通，就在市区。除了回民的清真寺和食品没什么。,neutral
公主楼,M.L.W.G,八大关内的万国建筑群之一，不过没啥意思，从这里路过拍一张片子就够了，实在想不出应该怎么描述。,neutral
云步桥,永夜星光,真正的云步桥，小桥流水，风光无限。,positive
摩天岭生态旅游风景区,Joemilly,有一段安静的海滩，非常安静，只能听到脚步声和轻微海浪拍打的声音，落日之时非常美，摩天岭一般买套票的时候会是赠送景点（确实不大），有时间不妨去看看,positive
